#"Step","Potential Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Speed (ns/day)"
97000,-38579.17964102913,-31265.16178891927,302.1896777388503,1.13e+03
97250,-38528.535980268265,-31057.655910002883,308.670676843897,1.13e+03
97500,-38402.094206678536,-31181.30806838334,298.33766888101496,1.13e+03
97750,-38440.373690717126,-31240.64614562664,297.46760134456105,1.13e+03
98000,-38715.153960573254,-31641.02542537183,292.2782888366971,1.13e+03
98250,-38390.61820869785,-31162.550752113428,298.63850752699955,1.13e+03
98500,-38120.2042719117,-30985.28408178786,294.78998773895194,1.13e+03
98750,-38444.576500993106,-31388.97853557428,291.51267040040835,1.13e+03
99000,-38508.75177724581,-31002.533460903127,310.130729773748,1.13e+03
99250,-38490.44631662825,-31061.275337196188,306.9474028551597,1.13e+03
99500,-38271.568662211095,-30739.442475846532,311.20115249503704,1.13e+03
99750,-38459.99963442303,-31071.24408668952,305.2775783445265,1.13e+03
100000,-38068.058074782515,-30994.841042921325,292.24062870156854,1.13e+03
100250,-37703.22466416232,-30264.49420808343,307.3423670493507,1.13e+03
100500,-38015.54156747562,-30612.071577037306,305.88552773554267,1.13e+03
100750,-37673.3259480728,-30518.467988339456,295.61374675826977,1.13e+03
101000,-37636.997714399215,-30436.462828191783,297.50095786034876,1.13e+03
101250,-37699.48511732777,-30332.9722271621,304.3585894032373,1.13e+03
101500,-37839.20301591433,-30578.166772974917,300.00066265507076,1.13e+03
101750,-37728.12841235817,-30454.62154539785,300.5159052932868,1.13e+03
102000,-37871.25700718624,-30384.33698444505,309.33339167008705,1.13e+03
102250,-38141.65575652418,-30840.32550024672,301.66547058303024,1.13e+03
102500,-37962.584180456295,-30678.93461040064,300.93496636775427,1.13e+03
102750,-37678.703876155894,-30356.186366317794,302.54085391612034,1.13e+03
103000,-37868.77164355133,-30661.291956147907,297.78789279512904,1.13e+03
103250,-37829.396219487855,-30403.69143214365,306.8041919017289,1.13e+03
103500,-37427.03895939977,-30373.929203084408,291.40986628886156,1.13e+03
103750,-37576.36328263665,-30440.62000199515,294.82399496498164,1.13e+03
104000,-37601.11927211055,-30282.58577885179,302.37624826289914,1.13e+03
104250,-37257.590113435144,-29883.214079625177,304.68346704121,1.13e+03
104500,-37422.80682085996,-30064.04813813587,304.0382126287649,1.13e+03
104750,-37291.397838543344,-30148.676273433666,295.1123133116479,1.13e+03
105000,-37643.14757453784,-30298.983711645997,303.4352056371303,1.13e+03
105250,-38002.057082738116,-30761.04809064741,299.1732065834095,1.13e+03
105500,-37849.92312080646,-30673.428147061262,296.50771262267995,1.13e+03
105750,-37835.33646830934,-30501.294498874107,303.0170043442693,1.13e+03
106000,-37536.82836943658,-30426.255420698,293.7840447433495,1.13e+03
106250,-37623.19788830672,-30206.89863980087,306.4155878802466,1.13e+03
106500,-37994.65708896244,-30633.121846342052,304.1529303881759,1.13e+03
106750,-37879.83355057327,-30628.868483050668,299.5845568545112,1.13e+03
107000,-37579.958677921095,-30384.339034615085,297.29787718726016,1.13e+03
107250,-37724.41996539588,-30269.959651128564,307.992269862408,1.13e+03
107500,-37847.20881793494,-30230.16548470207,314.70963248038925,1.13e+03
107750,-37647.0079848406,-30384.787726667535,300.04958203004765,1.13e+03
108000,-37986.71047843501,-30415.77994995864,312.80441240972976,1.13e+03
108250,-37944.002917494945,-30506.000183639902,307.3123001082036,1.13e+03
108500,-37879.00857408956,-30605.462989473424,300.51750497162635,1.13e+03
108750,-37970.10963161278,-30584.74168680585,305.1376144208132,1.13e+03
109000,-37900.05058279706,-30467.86707703935,307.0718699234572,1.13e+03
109250,-37898.604901087034,-30584.954806063353,302.17448330022506,1.13e+03
109500,-38097.38832350809,-31007.25369982689,292.93960452082086,1.13e+03
109750,-37861.41292653064,-30609.447522213857,299.62588727775835,1.13e+03
110000,-37967.974547018996,-30772.69235347188,297.28393494156757,1.13e+03
110250,-37892.25196484156,-30663.809308092634,298.65400948763073,1.13e+03
110500,-37748.60474899039,-30722.17201848142,290.3076647363812,1.13e+03
110750,-38105.75119773188,-30741.850173989136,304.25067620305083,1.13e+03
111000,-37663.94878073878,-30425.116592084785,299.08326866661173,1.13e+03
111250,-37783.70344200794,-30453.377295673534,302.8634795090724,1.13e+03
111500,-37733.82084239353,-30337.03382626045,305.6094105736118,1.13e+03
111750,-37529.60310574126,-30265.444450664974,300.1296698213764,1.13e+03
112000,-37835.68613227602,-30515.9906851431,302.4242561395384,1.13e+03
112250,-37964.01019804634,-30866.958228434785,293.22540509989653,1.13e+03
112500,-37959.69519629338,-30812.246095235547,295.30763858888395,1.13e+03
112750,-37838.24510563069,-30621.7231788458,298.16148655166245,1.13e+03
113000,-38133.44725136674,-30853.711737177626,300.77325124688946,1.13e+03
113250,-38163.29510622812,-30868.349660147127,301.40167252091067,1.13e+03
113500,-37675.327950638544,-30581.720479318697,293.0830904583699,1.13e+03
113750,-37779.72135314008,-30680.59163168099,293.3112505509091,1.13e+03
114000,-38079.9905414118,-30932.237176775234,295.32020969749516,1.13e+03
114250,-37943.500654584,-30827.865826024878,293.99318394189277,1.13e+03
114500,-37920.58202390894,-30861.625451529253,291.65143631206934,1.13e+03
114750,-38056.283209684916,-30886.32264847649,296.23773351425734,1.13e+03
115000,-37920.29820487596,-30785.926599766535,294.76732212176705,1.13e+03
115250,-37753.51003636629,-30427.08426100749,302.7023298001145,1.13e+03
115500,-37628.93291897749,-30231.219097634457,305.64770292856423,1.13e+03
115750,-37790.64355188623,-30292.667585120682,309.7901846707842,1.13e+03
116000,-37969.733248241624,-30649.959591238672,302.427487498266,1.13e+03
116250,-38048.043305393425,-30763.214878645143,300.98367260982917,1.13e+03
116500,-38077.61615847127,-30757.753087424266,302.43118177434013,1.13e+03
116750,-38492.69205591487,-31187.297757516004,301.83338261220723,1.13e+03
117000,-38966.41896270405,-31989.588340512506,288.2582788269269,1.13e+03
117250,-38521.05686707728,-31122.010144583677,305.70277374973165,1.13e+03
117500,-38173.78759237178,-30978.201020445063,297.2965107933501,1.13e+03
117750,-38224.460677252675,-30763.156883133168,308.27501855306775,1.13e+03
118000,-38199.20262053542,-30818.12631630039,304.9602988184156,1.13e+03
118250,-38316.853276510694,-30817.29379367872,309.8556100251494,1.13e+03
118500,-38014.41334369083,-30707.288177637878,301.9048960196356,1.13e+03
118750,-37505.68495646093,-30225.94293365415,300.7735201602438,1.13e+03
119000,-37977.02209891772,-30741.044203113037,298.965339253019,1.13e+03
119250,-38325.8180719231,-31125.95091700682,297.4733695350577,1.13e+03
119500,-38386.728219606186,-31423.80033997001,287.68386605169974,1.13e+03
119750,-38576.47909305518,-30954.35643087834,314.9194926157821,1.13e+03
120000,-38573.8459237068,-30792.536541910755,321.4965320043522,1.13e+03
120250,-38171.74409123571,-30888.54452930359,300.916373603479,1.13e+03
120500,-38136.42354377991,-30830.463367276156,301.85676271950416,1.13e+03
120750,-38379.46978917613,-30919.044663811917,308.2387150283335,1.13e+03
121000,-38628.99943465454,-30853.265389637032,321.26617855725124,1.13e+03
121250,-38353.83306450769,-31215.61554389121,294.92622192091835,1.13e+03
121500,-38552.19796753087,-31502.122987523326,291.2844799289959,1.13e+03
121750,-38444.65355657373,-30854.118031564343,313.61442240754167,1.13e+03
122000,-38282.36526744018,-30935.56166029672,303.5442706518512,1.13e+03
122250,-38217.53164648384,-30882.83206135666,303.04417472832415,1.13e+03
122500,-38140.56217043035,-30563.79225857652,313.0456753402707,1.13e+03
122750,-38010.14967043325,-30561.009269671515,307.77246961303,1.13e+03
123000,-38265.067721739295,-31027.49901086872,299.03106617655476,1.13e+03
123250,-38444.259643331665,-31002.689195115614,307.4597056074541,1.13e+03
123500,-38123.49020860929,-30706.462191130762,306.44569806940024,1.13e+03
123750,-38322.342693779094,-30614.065865928715,318.47908189860493,1.13e+03
124000,-37737.735305345355,-30509.522599474265,298.6445087203268,1.13e+03
124250,-38120.05000669623,-31002.055451091117,294.0906796234726,1.13e+03
124500,-38639.900604313356,-31281.221932775807,304.03490684592913,1.13e+03
124750,-38806.87579235734,-31542.849093201774,300.1242178635108,1.13e+03
125000,-38614.38409524484,-31459.080007985962,295.6321791897865,1.13e+03
