#"Step","Potential Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Speed (ns/day)"
216750,-37217.9075207905,-29841.218453103356,304.7790335241029,1.12e+03
217000,-37304.13994523842,-29853.64818035456,307.8283032597108,1.12e+03
217250,-37545.09910562119,-30105.256763690588,307.3883062901354,1.12e+03
217500,-37347.008820878225,-30143.8037716829,297.61127967103306,1.12e+03
217750,-37530.47150424076,-30250.133820964955,300.7981307708298,1.12e+03
218000,-37749.31740702348,-30526.55636663022,298.41926493952184,1.12e+03
218250,-37784.07040757817,-30357.206796097016,306.85207046855504,1.12e+03
218500,-37643.570893437165,-30539.990800040803,293.49512437904787,1.12e+03
218750,-37621.7423886031,-30422.550331074104,297.44547686839616,1.12e+03
219000,-37663.57970987176,-30384.978773568844,300.7263744504783,1.12e+03
219250,-37646.697566420946,-30556.3174962459,292.9497455128691,1.12e+03
219500,-37749.89518043876,-30647.083448183606,293.46337837974306,1.12e+03
219750,-37804.46106258521,-30682.941479052854,294.2363214683373,1.12e+03
220000,-37596.994032582035,-30338.463294466957,299.89714394473276,1.12e+03
220250,-37461.00512313421,-30262.673600521375,297.4099225705728,1.12e+03
220500,-37523.15797190668,-30102.150548916514,306.61011320940526,1.12e+03
220750,-37494.801900144725,-30260.10142803291,298.91256056668146,1.12e+03
221000,-37185.37381657373,-29715.782022893167,308.6174497539614,1.12e+03
221250,-37187.47156452929,-29768.11005163967,306.5421099514248,1.12e+03
221500,-37339.964386295906,-29966.73428072306,304.6361212879333,1.12e+03
221750,-37378.412862946745,-30085.41159010958,301.3213460713585,1.12e+03
222000,-37542.380584442435,-30351.816638907796,297.0889934094013,1.12e+03
222250,-37632.57342225162,-30548.821801180835,292.67588114184525,1.12e+03
222500,-37691.22901667081,-30333.44711388307,303.9978554926251,1.12e+03
222750,-37352.03951155182,-30237.166411813552,293.9617119669054,1.12e+03
223000,-37380.25012256854,-30109.53772594777,300.4004475369025,1.12e+03
223250,-37398.16333274159,-30337.01025382697,291.74218829208434,1.12e+03
223500,-37465.85713366454,-30138.321999686654,302.7481646244718,1.12e+03
223750,-37481.66620707919,-30261.888048984925,298.2960226588913,1.12e+03
224000,-37573.88282053234,-30315.354743830074,299.8970339844487,1.12e+03
224250,-37704.64477288531,-30362.20325136505,303.36404450592187,1.12e+03
224500,-37294.74533080202,-30346.1800768658,287.09045251080965,1.12e+03
224750,-37506.74895176472,-30416.926320139726,292.92671409850755,1.12e+03
225000,-37503.794021298556,-30150.70722543844,303.80387006927816,1.12e+03
225250,-37603.317258747615,-30190.03289229641,306.291023481453,1.12e+03
225500,-37696.25145665053,-30368.36990137407,302.76247754285595,1.12e+03
225750,-37956.21175171994,-30583.553794265725,304.6124821255625,1.12e+03
226000,-38022.80064423819,-30842.277429797396,296.6741454619579,1.12e+03
226250,-37384.33361310733,-30179.542564627132,297.6768076233132,1.12e+03
226500,-37745.09984507557,-30256.980223876017,309.38295488949376,1.12e+03
226750,-37773.44198845903,-30347.87240566424,306.79860572186965,1.12e+03
227000,-38028.40985652906,-30612.88022572137,306.3837899643965,1.12e+03
227250,-37831.842953841086,-30648.51702295884,296.7899439184782,1.12e+03
227500,-37755.71234281658,-30640.37733514345,293.9807963898318,1.12e+03
227750,-38426.48826032839,-31132.131211313972,301.3773620087508,1.12e+03
228000,-38548.06553450928,-31157.43056927438,305.3552293129225,1.12e+03
228250,-38596.2867154174,-31411.734066376666,296.84062762919456,1.12e+03
228500,-38525.75606818803,-31327.196323608892,297.41935190528926,1.12e+03
228750,-38667.45106899977,-31338.4668914754,302.8080340438792,1.12e+03
229000,-38233.43800612321,-31053.58801927665,296.646330048616,1.12e+03
229250,-38255.84627392021,-31009.641356662265,299.3878840676038,1.12e+03
229500,-37987.49337892499,-30793.597734702606,297.2266475651787,1.12e+03
229750,-38240.39716350057,-30749.34433594838,309.5041447334848,1.12e+03
230000,-38189.272805479646,-30635.974732324306,312.0759009268559,1.12e+03
230250,-37985.64022751697,-30617.086933786835,304.44289175361007,1.12e+03
230500,-38302.57719874458,-30992.240198070474,302.0375978107361,1.12e+03
230750,-38131.6122081776,-30849.441823819798,300.87385157990593,1.12e+03
231000,-38397.005733483384,-31266.38007007967,294.61255289098773,1.12e+03
231250,-38278.72639290482,-31003.101971795375,300.60339523641477,1.12e+03
231500,-38301.745038425084,-30845.941280195024,308.04777627575993,1.12e+03
231750,-38056.28668671759,-30682.795828271483,304.6468946861303,1.12e+03
232000,-38374.627706237574,-31151.02615606037,298.4539918688077,1.12e+03
232250,-38548.4609613558,-31039.59203040853,310.24024391349525,1.12e+03
232500,-38100.66540064858,-30935.802865861537,296.0271008643878,1.12e+03
232750,-38068.42451647145,-30728.823023234843,303.2467044543716,1.12e+03
233000,-38145.001911611325,-30719.326036640472,306.80299734342145,1.12e+03
233250,-38370.82391747608,-31054.625739333424,302.279761197018,1.12e+03
233500,-38429.75229889952,-30985.36532734573,307.57607451671635,1.12e+03
233750,-38374.76779752463,-31200.853828716616,296.4010745113191,1.12e+03
234000,-38405.10962040213,-31046.29864645985,304.0403731193042,1.12e+03
234250,-38437.27741453529,-30879.134346375242,312.27607920215183,1.12e+03
234500,-37981.078222312266,-30614.627623030217,304.3560157614403,1.12e+03
234750,-38089.671989645954,-30877.443265466165,297.98410641150764,1.12e+03
235000,-37976.14247300741,-30890.326145775936,292.76118759063155,1.12e+03
235250,-38362.44711498055,-31140.37099915906,298.39096624791273,1.12e+03
235500,-38449.785293575114,-30975.0839414715,308.8285588658709,1.12e+03
235750,-38566.92714800767,-31499.772315778653,291.99015978143785,1.12e+03
236000,-38430.603756105964,-31190.504587001138,299.1356158746553,1.12e+03
236250,-38372.141599931696,-31019.816012697236,303.77241958694,1.12e+03
236500,-38516.00719949594,-31146.04771363028,304.5009907023503,1.12e+03
236750,-38733.46702171161,-31316.79501502539,306.4309889466205,1.12e+03
237000,-38839.72901206443,-31352.249397966516,309.35651203090276,1.12e+03
237250,-38599.992905285675,-31286.145340502728,302.1826420611309,1.12e+03
237500,-38727.12665372068,-31539.758954147866,296.95693568727,1.12e+03
237750,-38807.66121641593,-31699.2663177012,293.694055321924,1.12e+03
238000,-38552.2693834925,-31341.629902722867,297.918444423299,1.12e+03
238250,-38573.50165321535,-31305.263491371967,300.2982207957122,1.12e+03
238500,-38240.9478810491,-30901.21421696138,303.2521652924104,1.12e+03
238750,-38551.48076149469,-31125.867494421516,306.8004106037107,1.12e+03
239000,-38494.32218928047,-31245.176430692605,299.5093893621957,1.12e+03
239250,-38441.825675187836,-31052.533170754527,305.29976352035635,1.12e+03
239500,-38299.2050779463,-31130.236477999133,296.1967491387841,1.12e+03
239750,-38620.26123401156,-31246.099162164668,304.6746268800322,1.12e+03
240000,-38606.76779610544,-31235.215982485883,304.5667801248722,1.12e+03
240250,-38360.95084629601,-31022.26258545203,303.20897288083563,1.12e+03
240500,-38661.47169542388,-31342.43631254678,302.3969845893746,1.12e+03
240750,-38866.364011714904,-31818.63529441945,291.1875405466764,1.12e+03
241000,-38728.499993297795,-31691.117901004676,290.7600541310891,1.12e+03
241250,-38836.51723137332,-31644.821835345792,297.13574099284136,1.12e+03
241500,-38697.93110086204,-31672.388573321456,290.2708846582385,1.12e+03
241750,-38614.33652981103,-31552.171933150035,291.78398067323303,1.12e+03
242000,-38750.871339294565,-31462.67847461856,301.1226794366799,1.12e+03
242250,-38501.974494026246,-31386.970480128628,293.967120882829,1.12e+03
242500,-38639.94691541881,-31223.73063899853,306.4121597634022,1.12e+03
242750,-38300.69403787103,-30918.754350959847,304.99597077573736,1.12e+03
243000,-38202.80403527344,-30712.87936217949,309.4575333306868,1.12e+03
243250,-38231.38402252004,-30866.971207245835,304.2718216419996,1.12e+03
243500,-38332.9409383446,-30960.754019023298,304.5930204747348,1.12e+03
243750,-38433.16957148208,-31110.544145015505,302.54531265437356,1.12e+03
244000,-38186.62333171669,-30647.62959497649,311.4848956956735,1.12e+03
244250,-38411.881802382355,-31092.574593701807,302.40821548238097,1.13e+03
244500,-38208.48311718428,-30870.223173341394,303.19127631799614,1.13e+03
244750,-38178.64829150078,-30796.502024502523,305.0045059435758,1.13e+03
245000,-38424.93155989773,-31039.798762448365,305.12789895311244,1.13e+03
245250,-38455.88053646969,-31181.224058698455,300.5634031976533,1.13e+03
245500,-38546.75787484317,-31245.891337406327,301.6463113398014,1.13e+03
245750,-38318.247850750224,-31122.090495103388,297.3200935835386,1.13e+03
246000,-38168.871859590785,-31014.06277954884,295.61172722010474,1.13e+03
246250,-38438.47278568731,-31304.36975125398,294.756225719256,1.13e+03
246500,-38421.40153982409,-31346.399380157818,292.31438394896435,1.13e+03
246750,-38592.86605729765,-31578.58925778509,289.805424115057,1.13e+03
247000,-38656.53053781265,-31326.806076277193,302.83861999421043,1.13e+03
247250,-38532.39956500038,-31430.347326633928,293.431998744348,1.13e+03
247500,-38516.17557204116,-31373.274878448778,295.1197142750523,1.13e+03
247750,-38436.14861556204,-31174.23177291421,300.03704596004525,1.13e+03
248000,-38482.62368099176,-31282.671599487483,297.4768784051175,1.13e+03
248250,-38458.078540266695,-31292.703566286917,296.04827306243897,1.13e+03
248500,-38430.54811372966,-31165.717985116265,300.1574127632028,1.13e+03
248750,-38336.05590708807,-31080.37877925273,299.77924273253143,1.13e+03
249000,-38842.55379658978,-31624.08588744892,298.2418877474112,1.13e+03
249250,-38727.952778406645,-31813.795735450432,285.66882538357765,1.13e+03
249500,-38501.588838787924,-31312.763540837623,297.0171585624217,1.13e+03
249750,-38315.137556511385,-31036.65821689408,300.7213505000339,1.13e+03
250000,-38613.65458254743,-31181.135659352352,307.0857282007209,1.13e+03
