"Steps","Aim Temp (K)","E solute scaled (kJ/mole)","E solute not scaled (kJ/mole)","E solvent (kJ/mole)","E solvent-solute (kJ/mole)"
134500,500,1554.6,661.348,-66342,-4380.62
134750,500,1484.68,652.439,-65892.1,-4163.72
135000,500,1411.25,684.751,-65811.5,-4042.95
135250,500,1439.86,612.62,-65522.5,-4405.49
135500,500,1521.7,635.64,-65864.8,-4290.59
135750,500,1375.41,650.86,-65916.6,-4076.76
136000,500,1442.72,658.832,-65852.4,-4383.59
136250,500,1447.27,653.756,-65754.8,-4213.8
136500,500,1389.72,661.799,-65774.5,-4096.67
136750,500,1482.72,621.687,-65380.2,-4337.77
137000,500,1514.07,616.554,-65998.6,-4125.66
137250,500,1344.49,634.706,-66248.6,-3851.49
137500,500,1378.44,680.342,-66408.8,-4267.08
137750,500,1517.58,632.652,-65889.9,-4357.02
138000,500,1612.02,574.65,-65464.7,-4460.31
138250,500,1498.67,678.451,-66205.9,-4184.67
138500,500,1470.3,662.065,-65892.4,-4259.95
138750,500,1473.09,640.199,-66153.6,-4131.48
139000,500,1432.97,628.824,-65900.7,-4180.32
139250,500,1504.62,636.356,-65896.5,-4456.99
139500,500,1604.24,704.044,-65611.3,-4255.24
139750,500,1520.55,650.181,-65997.8,-4324.05
140000,500,1583.66,689.677,-65451.7,-4477.57
140250,500,1500.51,668.849,-66291,-4247.22
140500,500,1440.56,625.763,-65858.9,-4288.02
140750,500,1564.62,585.764,-65737.6,-4555.05
141000,500,1576.22,642.398,-66442.1,-4104.02
141250,500,1444.14,696.648,-66090,-4292.65
141500,500,1666.01,694.842,-66284.9,-4279.6
141750,500,1580.89,675.61,-66264.5,-4265.85
142000,500,1638.19,664.08,-66295,-4542.67
142250,500,1719.58,713.901,-66011.8,-4659.04
142500,500,1727.82,669.446,-66261.3,-4626.28
142750,500,1720.63,602.959,-65668,-4706.86
143000,500,1850.67,634.524,-65598.9,-4897.27
143250,500,1673.36,647.232,-65937.5,-4445.65
143500,500,1696.06,706.526,-65851.6,-4522.74
143750,500,1563.14,676.961,-65527.8,-4578.78
144000,500,1587.3,685.98,-65915.9,-4436.39
144250,500,1576.26,714.484,-65947,-4433.31
144500,500,1626.15,625.263,-66050.9,-4626.63
144750,500,1541.4,673.956,-66451,-4428.57
145000,500,1535.05,654.283,-65942.2,-4497.23
145250,500,1413.62,709.358,-65898.5,-4302.96
145500,500,1621.25,679.457,-65682.4,-4566.59
145750,500,1557.44,642.221,-65752.4,-4491.73
146000,500,1678.57,613.31,-65837.8,-4612.46
146250,500,1717.29,649.028,-65823.6,-4595.24
146500,500,1680.25,645.879,-65991.5,-4555.35
146750,500,1605.64,616.6,-65552.9,-4562.58
147000,500,1552.88,687.579,-65172.9,-4497.07
147250,500,1604.54,574.731,-65646.2,-4604.06
147500,500,1566.24,595.709,-65694.3,-4365.03
147750,500,1585.18,634.999,-65820.1,-4515.96
148000,500,1568.69,682.655,-66049.3,-4366.2
148250,500,1514.52,672.777,-65947.9,-4353.66
148500,500,1474.99,634.137,-65808.5,-4325.21
148750,500,1524.84,641.849,-65752.9,-4373.47
149000,500,1513.81,734.521,-65563.1,-4268.08
149250,500,1485.21,609.109,-65681,-4361.49
149500,500,1332.17,601.925,-65621.6,-4325.63
149750,500,1449.51,646.716,-65667,-4333.05
150000,500,1507.52,692.291,-66064.7,-4446.48
150250,500,1412.92,678.311,-65784.1,-4190.77
150500,500,1346.51,685.833,-65957.6,-4300.63
150750,500,1445.3,622.712,-65849.1,-4093.36
151000,500,1404.28,546.361,-65397.8,-4331.22
151250,500,1453.17,655.542,-66145.2,-4177.44
151500,500,1489.72,639.246,-66211.7,-4224.62
151750,500,1451.22,611.329,-66120.9,-4334.34
152000,500,1429.46,632.584,-66301.7,-4176.09
152250,500,1392.7,622.948,-65756.2,-4326.26
152500,500,1379.16,716.354,-65931.8,-4028.37
152750,500,1529.04,663.116,-65677.3,-4413.81
153000,500,1579.7,637.784,-65568,-4550.47
153250,500,1640.1,685.842,-65598.9,-4450.16
153500,500,1534.69,655.791,-65900.1,-4267.55
153750,500,1577.42,690.403,-66014.9,-4416.73
154000,500,1714.71,639.939,-65755,-4785.93
154250,500,1564.09,672.5,-65514.5,-4570.59
154500,500,1675.54,653.308,-65930.8,-4594.19
154750,500,1773.36,638.477,-65993.2,-4646.65
155000,500,1640.29,607.468,-65771.7,-4669.22
155250,500,1750.96,655.763,-65402.6,-5074.14
155500,500,1756.39,692.058,-65308.7,-4863.94
155750,500,1767.95,695.361,-65584.3,-4667.64
156000,500,1759.32,617.542,-65860.3,-4884.73
156250,500,1653.58,689.814,-65578,-4817.5
156500,500,1675.75,696.712,-65932.6,-4605.4
156750,500,1649.74,630.108,-66343,-4498.79
157000,500,1601.23,692.54,-65903.4,-4650.36
157250,500,1517.55,619.767,-65644,-4624.54
157500,500,1571.1,640.655,-65875.5,-4585.63
157750,500,1648.4,625.961,-66005.9,-4697.78
158000,500,1532.52,600.767,-66085.3,-4612.55
158250,500,1654.68,657.945,-66043.4,-4590.38
158500,500,1494.7,683.769,-65935.8,-4420.28
158750,500,1583.23,627.089,-66162.5,-4402.57
159000,500,1608.53,644.308,-65916,-4506.69
159250,500,1572.22,673.086,-66393,-4394.5
159500,500,1596.75,708.103,-66030.7,-4526.18
159750,500,1567.32,721.314,-66151.9,-4342.72
160000,500,1541.64,644,-65740.3,-4542.67
160250,500,1448.56,633.083,-65979.7,-4288.11
160500,500,1549.68,633.144,-66424.5,-4360.76
160750,500,1613.83,643.739,-66191.3,-4533.47
161000,500,1589.22,668.682,-65805.9,-4565.61
161250,500,1534.05,685.564,-65492.1,-4584.66
161500,500,1457.48,686.225,-65607.9,-4398.98
161750,500,1425.97,633.43,-65667.9,-4172.57
162000,500,1438.76,630.085,-65432.6,-4266.52
162250,500,1400.84,632.52,-65830.3,-4163.59
162500,500,1421.12,669.095,-65915.2,-4293.46
162750,500,1582.61,683.646,-65718,-4589.15
163000,500,1535.57,679.816,-65553.5,-4487.66
163250,500,1624.64,646.371,-65841,-4446.71
163500,500,1553.1,673.771,-66052.5,-4544.97
163750,500,1542.39,669.43,-66276.5,-4458.69
164000,500,1634.05,671.342,-65890.8,-4759.94
164250,500,1618.98,602.887,-65678.3,-4652.15
164500,500,1582.31,666.161,-65708.1,-4602.63
164750,500,1588.43,621.993,-65628.7,-4304.24
165000,500,1602.34,687.193,-65509,-4617.83
165250,500,1662.16,713.398,-65576,-4642.03
165500,500,1628.13,686.724,-65928.5,-4632.86
165750,500,1622.43,626.131,-65860.3,-4567.99
166000,500,1531.38,599.758,-65376.4,-4532.78
166250,500,1427.3,646.652,-65991.6,-4302.29
166500,500,1531.91,695.84,-65437.4,-4452.71
166750,500,1560.18,619.991,-65514,-4346.88
167000,500,1528.47,706.046,-65756,-4263.88
167250,500,1461.3,674.221,-65948.4,-4244.12
167500,500,1755.05,672.097,-65548.7,-4727.23
167750,500,1768.1,615.215,-65763.5,-4749.2
168000,500,1629.48,670.809,-65591.9,-4635.37
168250,500,1575.1,651.246,-66091.2,-4352.78
168500,500,1571.27,678.28,-65881,-4421.94
168750,500,1638.92,670.726,-65954.3,-4328.3
169000,500,1602.44,642.044,-65922.1,-4544.99
169250,500,1525.21,654.731,-65752.8,-4251.8
169500,500,1474.9,609.413,-66101.3,-4256.75
169750,500,1553.19,668.423,-65764,-4557.76
170000,500,1467.13,691.742,-65892.5,-4310.33
170250,500,1560.56,614.546,-66065.3,-4419.13
170500,500,1724.04,676.325,-65851.3,-4692.44
170750,500,1774.73,664.004,-65827.9,-4652.68
171000,500,1688.1,644.759,-66487.3,-4558.17
171250,500,1632.18,609.708,-66045.3,-4450.02
171500,500,1620.42,615.317,-66023.9,-4504.09
171750,500,1486.41,646.636,-66387.1,-4381.94
172000,500,1503.06,603.172,-65636.1,-4449.31
172250,500,1632.88,663.139,-65683.2,-4310.16
172500,500,1491.38,701.357,-65638,-4423.07
172750,500,1537.94,700.718,-65631.6,-4636.42
173000,500,1536.35,664.04,-66031.8,-4239.62
173250,500,1550.31,642.38,-65766.7,-4570.32
173500,500,1552.57,622.209,-65946.5,-4483.22
173750,500,1625.68,657.787,-65911.5,-4302.79
174000,500,1509.57,651.998,-66016,-4368.83
174250,500,1541.29,623.59,-65833.9,-4412.93
174500,500,1576.37,661.222,-65620.3,-4455.73
174750,500,1698.24,697.051,-66067.6,-4706.02
175000,500,1562.43,650.925,-66331.9,-4265.74
175250,500,1483.35,649.386,-65711.5,-4281.7
175500,500,1551.76,704.973,-65669.9,-4286.1
175750,500,1480.63,651.158,-65750.5,-4312.3
176000,500,1436.28,653.307,-65738.6,-4191.94
176250,500,1409.02,695.158,-65922.2,-4474
176500,500,1473.71,697.784,-65880,-4376.75
176750,500,1499.5,636.586,-66368.1,-4491
177000,500,1465.77,618.056,-66275.7,-4303.81
177250,500,1463.32,616.17,-66358.5,-4288.33
177500,500,1463.72,632.755,-66221.9,-4400.23
177750,500,1536.6,670.158,-65878.6,-4417.86
178000,500,1486.43,687.354,-65757.3,-4158.07
178250,500,1466.34,621.373,-65709.2,-4438.67
178500,500,1436.41,647.045,-65902.3,-4182.16
178750,500,1374.11,627.889,-65755,-4180.56
179000,500,1381.62,600.952,-65619.5,-4191.33
179250,500,1443.86,690.343,-66145.4,-4179.69
179500,500,1583.76,633.727,-65773.8,-4271.34
179750,500,1526.78,619.083,-66436.5,-4426.98
180000,500,1591.7,643.721,-66606.9,-4411.82
180250,500,1502.62,642.142,-66293.4,-4353.71
180500,500,1483.49,647.079,-66687.9,-4383.3
180750,500,1400.72,616.547,-65946.7,-4113.22
181000,500,1415.43,593.169,-65770.1,-4283.14
181250,500,1464.35,639.882,-66015.4,-4175.71
181500,500,1496.69,627.688,-65691.8,-4352.81
181750,500,1483.25,741.314,-65635.6,-4271.52
182000,500,1438.4,750.998,-65807,-4195.99
182250,500,1388.54,707.046,-66029.8,-4137.58
182500,500,1482.07,634.55,-66144,-4192.59
182750,500,1517.49,731.888,-66311.4,-4415.2
183000,500,1537.81,728.857,-65536.8,-4528.26
183250,500,1403.6,678.657,-66301.2,-4232.63
183500,500,1333.28,758.912,-66337.8,-4183.66
183750,500,1430.16,623.839,-66250.2,-4221.63
184000,500,1354.02,653.106,-66162.7,-4216.1
184250,500,1422.71,649.9,-66528.3,-4162.14
184500,500,1420.08,669.742,-66175.8,-4262.35
184750,500,1437.73,654.663,-66184.2,-4041.89
185000,500,1502.26,616.051,-66157.1,-4229.12
185250,500,1484.65,625.182,-66295.1,-4342.8
185500,500,1552.6,695.569,-65957.7,-4314.84
185750,500,1378.53,667.38,-65658.6,-4189.37
186000,500,1403.19,637.799,-65197.5,-4329.31
186250,500,1345.91,761.283,-65540.3,-4105.16
186500,500,1348.07,674.574,-66358.3,-4028.67
186750,500,1300.1,680.949,-66063.2,-3974.89
187000,500,1377.61,637.738,-65759.8,-4248.16
187250,500,1359.29,648.108,-66041.3,-4285.55
187500,500,1480.99,642.871,-66093.7,-4326.72
187750,500,1393.14,694.014,-66360.7,-4272.26
188000,500,1409.03,692.887,-66059,-4461.86
188250,500,1489.45,645.292,-65711.4,-4373.43
188500,500,1480.18,652.838,-66024.8,-4414.49
188750,500,1403.86,693.754,-66150.5,-4343.24
189000,500,1584.43,676.002,-65672.2,-4264.28
189250,500,1447.31,681.934,-65971.9,-4213.5
189500,500,1365.92,707.368,-65920.1,-4371.31
189750,500,1437.47,615.716,-66269.8,-4172.65
190000,500,1422.34,682.576,-66095.1,-4130.99
190250,500,1503.97,631.119,-66104.5,-4501.4
190500,500,1448.95,656.045,-66060.9,-4139.77
190750,500,1392.02,631.446,-66194.9,-4228.21
191000,500,1271.65,629.182,-65893.2,-3945.35
191250,500,1194.84,680.832,-66261.5,-3955.41
191500,500,1275.17,594.806,-65961.4,-4030.65
191750,500,1214.57,643.078,-65839.4,-4053.81
192000,500,1282.35,648.819,-66365,-4070.95
192250,500,1317.64,648.39,-66468.4,-3969.46
192500,500,1328.04,640.011,-66457.6,-4203.94
192750,500,1421.88,653.842,-66341.3,-4284.07
193000,500,1360.8,618.349,-66466.6,-4149.73
193250,500,1392.06,650.152,-66458.9,-4105.47
193500,500,1464.93,600.476,-66510.4,-4148.09
193750,500,1447.15,647.363,-65966.9,-4362.17
194000,500,1421.29,676.432,-66239.4,-4221.97
194250,500,1389.85,697.743,-65853.6,-4115.56
194500,500,1493.48,662.908,-65939.7,-4358.91
194750,500,1550.32,672.324,-66081.8,-4363.61
195000,500,1588.24,708.62,-65923.3,-4473.14
195250,500,1700.14,699.943,-66283,-4551.04
195500,500,1703.64,649.754,-65854.8,-4601.84
195750,500,1703.18,682.187,-65744.1,-4583.25
196000,500,1798.76,676.145,-65706.3,-4830.54
196250,500,1741.07,658.807,-66170.1,-4754.9
196500,500,1733.98,646.931,-66187.8,-4774.99
196750,500,1831.72,621.956,-65602.2,-4795.84
197000,500,1635.64,683.111,-65734.1,-4489.17
197250,500,1538.96,663.589,-65511.1,-4401.07
197500,500,1466.12,675.897,-65980.4,-4208.57
197750,500,1465.55,666.811,-65976.3,-4368.62
198000,500,1443.4,659.302,-65816.8,-4176.08
198250,500,1520.17,651.03,-66194.5,-4136.6
198500,500,1485.12,623.784,-65736.1,-3998.52
198750,500,1399.59,612.624,-66209.9,-4130.97
199000,500,1563.3,643.488,-66064,-4510.68
199250,500,1606.42,648.745,-66085.9,-4635.7
199500,500,1656.08,701.014,-65668.2,-4495.18
199750,500,1617.14,709.139,-65967.3,-4215.62
200000,500,1504.76,694.469,-65691.4,-4486.89
200250,500,1420.24,700.685,-65935.5,-4140.88
200500,500,1459.64,679.259,-66019.6,-4212.05
200750,500,1507.46,708.527,-66272.4,-4306.91
201000,500,1387,768.437,-66403.5,-4209.3
201250,500,1483.68,692.829,-66143.6,-4188.46
201500,500,1584.03,707.626,-65941.9,-4456.21
201750,500,1562.57,722.166,-65976.5,-4427.47
202000,500,1583.21,667.328,-66096.2,-4649.63
202250,500,1598.71,722.387,-65780.4,-4615.05
202500,500,1637.58,728.681,-66142,-4672.84
202750,500,1609.07,670.035,-65810.1,-4436.19
203000,500,1641.72,620.689,-65384.1,-4651.1
203250,500,1642.39,690.589,-66061.2,-4590.1
203500,500,1655.56,675.894,-65973.9,-4561.87
203750,500,1670.56,648.262,-66083.2,-4521.63
204000,500,1613.38,644.43,-66313.4,-4539.84
204250,500,1700.15,672.836,-65956,-4588.58
204500,500,1718.15,653.989,-65627.4,-4776.32
204750,500,1711.27,647.852,-65585.8,-4744.2
205000,500,1776.56,670.425,-65660.6,-4619.37
205250,500,1793.93,679.581,-65593.7,-4527.49
205500,500,1863.16,690.842,-65110.1,-4894.49
205750,500,1950.85,685.963,-65524.8,-5304.38
206000,500,1977.85,722.508,-65818,-4866.03
206250,500,1952.65,670.422,-65516,-4937.74
206500,500,1912.39,706.186,-65521.5,-4928.22
206750,500,1927.11,678.765,-65347.5,-4903.16
207000,500,2005.94,695.675,-65112,-5379.73
207250,500,1812.51,668.397,-65245.5,-4901.78
207500,500,1722.65,703.689,-65262.7,-4658.77
207750,500,1832.92,645.817,-65711,-4843.59
208000,500,1747.8,675.685,-65517.2,-4891.8
208250,500,1782.98,705.373,-65559.8,-4802.99
208500,500,1964.82,634.167,-65999.1,-4990.79
208750,500,1835.27,673.48,-65363.9,-4932.52
209000,500,1841.24,697.708,-65229.7,-4962.54
209250,500,1662.13,645.488,-65826,-4469.68
209500,500,1760.41,675.585,-65658.3,-4887.85
209750,500,1635.09,662.634,-66103,-4416.66
210000,500,1696.66,678.729,-66002.7,-4437.14
210250,500,1569.06,668.679,-66059.9,-4439.48
210500,500,1685.36,645.373,-66162.3,-4623.29
210750,500,1684.39,699.177,-66047.5,-4622.88
211000,500,1597.09,671.423,-65837.9,-4696.86
211250,500,1748.72,602.992,-65717.6,-4435.38
211500,500,1578.59,657.518,-66014.7,-4459.35
211750,500,1653.75,620.908,-66189.5,-4465.21
212000,500,1663.82,700.206,-65538.8,-4730.17
212250,500,1761.19,626.126,-65761,-4563.23
212500,500,1731.61,695.032,-66066,-4716.4
212750,500,1607.03,651.925,-65958.3,-4406.01
213000,500,1645.08,709.03,-65902.2,-4615.58
213250,500,1734.5,694.174,-66105.8,-4526.9
213500,500,1758.67,637.563,-65529.6,-4639.12
213750,500,1799.82,631.822,-65577.8,-4986.28
214000,500,1725.1,669.099,-65614.1,-4766.09
214250,500,1585.1,686.404,-65366.3,-4706.33
214500,500,1606.07,746.982,-65568.8,-4414.94
214750,500,1683.61,691.394,-65284.3,-4471.68
215000,500,1647,691.088,-65944.3,-4381.55
215250,500,1700.25,696.715,-65891,-4444.93
215500,500,1682.38,673.604,-66120.6,-4423.07
215750,500,1563.47,682.304,-66134.3,-4492.44
216000,500,1510.53,623.565,-66457.7,-4279.68
216250,500,1628.83,674.459,-66066.2,-4596.78
216500,500,1537.74,653.567,-65878.1,-4387.31
216750,500,1499.44,664.607,-65848.1,-4437.69
217000,500,1346.7,681.43,-65761.6,-4247.15
217250,500,1449.9,681.971,-66321.6,-4405.86
217500,500,1333.54,660.039,-66035.7,-4081.97
217750,500,1357.18,599.84,-66013.2,-4068.64
218000,500,1443.71,615.282,-66239.8,-4054.54
218250,500,1352.88,637.578,-66396.2,-3994.44
218500,500,1400.33,632.915,-66070.7,-4247.77
218750,500,1486.25,650.412,-66388,-4364.67
219000,500,1447.9,659.822,-66219.2,-4195.98
219250,500,1473.43,627.837,-66172.6,-4491.81
219500,500,1459.71,662.314,-66040.2,-4379.95
219750,500,1509.99,680.56,-66020,-4441
220000,500,1485.34,646.263,-65834.1,-4297.57
220250,500,1461.04,644.349,-65545.7,-4354.06
220500,500,1581.79,609.212,-65585.2,-4416.98
220750,500,1475.61,606.685,-65913.3,-4418.63
221000,500,1564.36,662.969,-66176,-4241.45
221250,500,1578.28,651.745,-66129.3,-4460.75
221500,500,1637.51,683.622,-65795.9,-4559.8
221750,500,1637.27,619.315,-65562.6,-4569.03
222000,500,1657.34,651.566,-65139,-4948.09
222250,500,1536.39,553.03,-65924.4,-4354.18
222500,500,1678.78,700.288,-65433.8,-4822.04
222750,500,1658.08,678.03,-65489.2,-4446.12
223000,500,1642.46,722.155,-65123.8,-4804.17
223250,500,1648.24,662.8,-65464.2,-4510.34
223500,500,1587.31,668.463,-65816.8,-4321.29
223750,500,1476.48,693.503,-66069.6,-4352.21
224000,500,1561.89,645.199,-65697.3,-4549.88
224250,500,1543.54,616.535,-66623,-4275.59
224500,500,1675.95,697.472,-66058.7,-4547.62
224750,500,1629.42,644.316,-66170.7,-4350.21
225000,500,1715.32,678.847,-66188,-4342.49
225250,500,1535.81,674.114,-65755.5,-4488.39
225500,500,1616.53,584.525,-65809.4,-4529.4
225750,500,1584.24,633.516,-65905.9,-4641.79
226000,500,1573.78,718.986,-65646.3,-4598.09
226250,500,1501.55,665.028,-66101.1,-4349.51
226500,500,1611.73,661.307,-66054.8,-4278.66
226750,500,1629.77,682.591,-65913.6,-4588.49
227000,500,1558.1,643.01,-65998.9,-4449.49
227250,500,1610.44,641.878,-65477.5,-4485.8
227500,500,1467.97,649.462,-65766.2,-4247.87
227750,500,1597.2,628.487,-65636,-4671.69
228000,500,1590.99,638.893,-65672.8,-4418.08
228250,500,1488.12,611.95,-66009.2,-4379.69
228500,500,1543.03,686.64,-65316.6,-4588.96
228750,500,1356.16,660.811,-66289.6,-4115.92
229000,500,1506.68,660.342,-65774.3,-4419.47
229250,500,1398.99,662.286,-66439.6,-4228.69
229500,500,1374.34,652.891,-66385,-4096.78
229750,500,1453.78,662.899,-66397.2,-4040.61
230000,500,1306.53,595.006,-66139.7,-4158.29
230250,500,1403.13,640.868,-66242.1,-4305.85
230500,500,1485.77,617.812,-66212.7,-4304.5
230750,500,1373.44,613.829,-66341.4,-4281.94
231000,500,1316.68,579.494,-66223,-4102.21
231250,500,1352.56,605.042,-66007,-4137.67
231500,500,1408.34,619.895,-65988.2,-4247.84
231750,500,1344.75,696.737,-65826.4,-4166.37
232000,500,1543.51,648.236,-65663.5,-4478.72
232250,500,1395.32,650.536,-65837.9,-4123.81
232500,500,1372.78,659.793,-66284.8,-4031.02
232750,500,1311.12,667.467,-66371.6,-4030.46
233000,500,1401.01,637.325,-65953.4,-4203.66
233250,500,1450.85,619.978,-65675.2,-4332.66
233500,500,1569.14,641.771,-66082.8,-4336.86
233750,500,1511.13,609.025,-65734.1,-4436.21
234000,500,1626.78,594.097,-65960,-4501.76
234250,500,1553.23,659.826,-65841,-4390.69
234500,500,1616.74,643.282,-65760.9,-4404.77
234750,500,1590.22,599.6,-66122.7,-4400.56
235000,500,1594.31,634.694,-65632.5,-4675.78
235250,500,1528.77,720.878,-65960.8,-4222.57
235500,500,1640.45,617.343,-65961.9,-4472.73
235750,500,1667.92,710.863,-65757.5,-4625.38
236000,500,1819.3,780.325,-65709,-4699.25
236250,500,1842.79,639.774,-65484.9,-5041.4
236500,500,1788.39,666.937,-65972.8,-4860.72
236750,500,1754.75,653.956,-65861.5,-4763.49
237000,500,1661.71,634.661,-65599.7,-4526.56
237250,500,1563.25,582.987,-65829.1,-4535.92
237500,500,1686.38,635.937,-66019.1,-4609.7
237750,500,1628.6,619.221,-66149.1,-4496.1
238000,500,1540.5,591.449,-66064.3,-4517.65
238250,500,1517.99,674.848,-66280.4,-4460.69
238500,500,1589.95,694.497,-66142.2,-4469.99
238750,500,1589.87,675.576,-66049.5,-4340.88
239000,500,1565.05,629.625,-65827.9,-4426.78
239250,500,1568.69,669.102,-65910.2,-4440.22
239500,500,1609.75,628.913,-65730.4,-4431.69
239750,500,1558.86,636.984,-65791.3,-4472.13
240000,500,1589.59,634.382,-65996.8,-4547.83
240250,500,1572.25,627.002,-66342.6,-4256.44
240500,500,1451.49,649.286,-66460.3,-4217.77
240750,500,1539.17,634.927,-66211.7,-4438.78
241000,500,1623.47,621.082,-65893.5,-4664.72
241250,500,1613.45,689.47,-66212.7,-4482.62
241500,500,1624.39,612.334,-65847.6,-4824.45
241750,500,1746.49,624.747,-66138.1,-4653.84
242000,500,1580.33,631.584,-65715.9,-4294.83
242250,500,1713.29,685.82,-65665.8,-4582.45
242500,500,1627.83,671.951,-65704.1,-4433.76
242750,500,1556.02,704.908,-65594.7,-4394.42
243000,500,1658.25,726.135,-65726.3,-4585.85
243250,500,1683.68,678.362,-65596.5,-4533.27
243500,500,1710.89,645.881,-65612.9,-4798.35
243750,500,1709.66,628.837,-65400.2,-4817.79
244000,500,1611.8,660.958,-65966,-4614.67
244250,500,1660.99,696.469,-66071.4,-4594.16
244500,500,1692.11,732.784,-65632.1,-4885.11
244750,500,1666.11,664.738,-65679.2,-4485.4
245000,500,1670.98,656.608,-65907.8,-4721.07
245250,500,1681.65,652.841,-65899.2,-4779.77
245500,500,1746.45,687.305,-66000.9,-4805.53
245750,500,1743.22,645.658,-65657.5,-4652.05
246000,500,1645.19,625.067,-65592.2,-4797.24
246250,500,1711.29,686.451,-66151.7,-4551.99
246500,500,1770.02,651.331,-66063.6,-4571.92
246750,500,1735.17,600.296,-66007.2,-4533.8
247000,500,1681.61,590.846,-65770,-4533.3
247250,500,1793.86,650.148,-65998,-4858.55
247500,500,1696.96,642.813,-66157.2,-4720.5
247750,500,1740.24,615.144,-66024.7,-4722.56
248000,500,1758.55,670.147,-65936.7,-4759.18
248250,500,1771.92,644.517,-66193.7,-4642.54
248500,500,1895.78,677.6,-65805.4,-4940.76
248750,500,1680.76,653.368,-66161.2,-4337.26
249000,500,1675.04,651.701,-65874.6,-4786.14
249250,500,1709.74,649.776,-65934.4,-4719.51
249500,500,1756.98,669.029,-66045.4,-4486.45
249750,500,1699.26,644.158,-66131.4,-4264.21
250000,500,1643.23,662.428,-65668.5,-4385.87
