#"Step","Potential Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Speed (ns/day)"
112500,-68143.24379554193,-55848.9450596766,292.1106800792836,888
112750,-68663.95466873248,-56200.50681598263,296.12963753505153,888
113000,-68392.45843998372,-55699.19666289474,301.5899816484214,888
113250,-67683.0180325812,-55472.59041905217,290.11791488697537,888
113500,-68268.63791927049,-55483.48296070035,303.7733497537372,888
113750,-67838.12670277891,-54935.06356982229,306.57483015916006,888
114000,-67772.27846983296,-55215.229421492084,298.3535877975068,888
114250,-67951.71904414124,-55215.45733117184,302.61165362689326,889
114500,-67769.2667747073,-55051.961442451924,302.1612528857708,889
114750,-68064.83931762248,-55332.22824499325,302.52491496408675,889
115000,-67778.14566103718,-55405.491162853315,293.97240115103745,889
115250,-68037.29421141854,-55312.679536062,302.33492177328407,889
115500,-67914.37988765072,-55278.250068710884,300.232534956442,889
115750,-67853.27952473529,-55059.36923029425,303.9813752109444,889
116000,-67513.68369748222,-54755.42335755995,303.1343376789139,889
116250,-67858.91050931282,-54982.08635296143,305.95139604019073,889
116500,-67394.24753691902,-54571.19082624087,304.67388965620177,889
116750,-67840.72519781638,-54948.49291992572,306.3174906795257,889
117000,-67518.51935284428,-54984.99482958793,297.79464863646797,889
117250,-67764.00914640026,-54919.85240708839,305.17522314795343,889
117500,-67741.35609030002,-54511.53257604991,314.33860743944973,889
117750,-68173.38612934947,-55437.066870280425,302.6130209135247,889
118000,-68525.10513016465,-55890.51854464825,300.1958679635109,889
118250,-68141.29742737988,-55528.45196411188,299.6793021843549,889
118500,-68074.83808394242,-55686.99589926982,294.333258286883,889
118750,-67846.94953073654,-55203.50843658997,300.40624975049184,889
119000,-68032.71176808904,-55448.13046666066,299.00774997025786,889
119250,-68218.68981444533,-55312.28224112664,306.654293556759,889
119500,-67829.78267266101,-55278.70162630838,298.21178897213605,889
119750,-68063.21105531324,-55597.08416752354,296.19329100274905,890
120000,-67928.73042862554,-55525.26417913864,294.70448370579965,889
120250,-68025.25038907514,-55286.81882410846,302.6632089824459,888
120500,-68154.00533628481,-55523.253058251634,300.1047653971409,888
120750,-67915.7597545606,-55411.330019266985,297.1033608712079,888
121000,-67750.92428811087,-55409.44153391739,293.23176522442486,888
121250,-68120.51234868227,-55409.14591326879,302.0201455942792,889
121500,-67685.0763861094,-54863.04481819732,304.6495324189971,889
121750,-67475.73315906624,-54949.24782462005,297.62739857408394,889
122000,-68461.99859387253,-55579.413346667425,306.0882786882728,889
122250,-68150.89115822251,-55438.68903283059,302.04000146187946,889
122500,-67862.21834170149,-55197.6496566367,300.90823811795786,889
122750,-68093.74229563517,-55195.68069227203,306.4559945718379,889
123000,-67966.49779815983,-55463.4371787362,297.0708308850346,889
123250,-67692.6017691475,-54655.2394565242,309.76575837307104,889
123500,-67750.76306078286,-55302.38948238717,295.77147505438506,889
123750,-67959.2128622643,-55056.84103078762,306.5584049404646,889
124000,-68059.02318980807,-55564.81026387084,296.8606110248399,889
124250,-67821.96709161875,-55074.07618461287,302.88796151982405,889
124500,-67879.87336325087,-54987.809995211195,306.3134774069913,889
124750,-68179.20758931275,-55495.11274969141,301.3721765994758,889
125000,-68035.89175178733,-55504.9861988271,297.73242229800485,889
125250,-68069.04721421096,-55213.742280293256,305.4401025670997,889
125500,-68340.89671460108,-55427.253885045066,306.82620215158335,889
125750,-67806.63572710933,-54980.847304983705,304.7387947073841,889
126000,-68115.66425008402,-55028.413819640235,310.9510925135134,889
126250,-67802.56827770837,-55189.655953731504,299.6808907846939,889
126500,-67800.49343461188,-55451.668161370035,293.40622236743025,889
126750,-68369.66331862565,-55868.16319019999,297.0337538547404,889
127000,-68511.38286287949,-55821.224267070706,301.51625053014925,889
127250,-68096.97736449866,-55607.25530632166,296.75390868550585,889
127500,-68406.7439180477,-55742.10995465302,300.90978912121125,889
127750,-68012.62658109842,-55577.81228509452,295.4493085538021,889
128000,-68380.3711496049,-55633.800534331356,302.8565915877834,889
128250,-67900.35302778822,-55123.46491730632,303.57693069242674,889
128500,-68034.67352620914,-55415.66052030824,299.82584206528844,889
128750,-68104.80797244847,-55601.0533669673,297.0873198888882,889
129000,-68446.24825846974,-55584.106521455105,305.6025439755214,889
129250,-68313.06827350706,-55325.58293542033,308.58068899537056,889
129500,-67704.2898103057,-54840.53033396811,305.6409812173657,889
129750,-67653.63114648178,-54904.49015124788,302.91766342721166,889
130000,-67602.65518536401,-54707.48606625368,306.38726958309655,888
130250,-67680.85824090044,-54628.64790676499,310.1185451204024,888
130500,-68501.37317711837,-55736.06575545878,303.3017752760544,888
130750,-68044.63948306668,-55379.70353121561,300.9169643212995,888
131000,-67735.94230303192,-55272.70520046144,296.12463014263784,888
131250,-68056.45024772809,-55300.20453130739,303.0864705289616,888
131500,-68057.24580817716,-55485.095499594114,298.71239145879457,888
131750,-67739.97942119057,-55065.3453852121,301.1473893346152,888
132000,-68010.31996950594,-55525.55875618075,296.6360397614981,888
132250,-68070.88603019156,-55569.7353438132,297.0254511645034,888
132500,-67593.05471983226,-55128.01044250559,296.1675683417491,888
132750,-67962.376084966,-55304.1449778321,300.75765822403963,888
133000,-68304.58693765866,-55649.10877935315,300.69224857589603,888
133250,-67898.81363550737,-55503.188754656585,294.51817397197425,888
133500,-68034.5304632354,-55666.83210269612,293.8546440695615,888
133750,-67953.68220145092,-55529.24510174291,295.2027479379888,888
134000,-67910.28953545372,-55285.02623395895,299.97434814406915,888
134250,-67709.53257007379,-55069.29739474942,300.330077603747,888
134500,-68343.81428538612,-55883.89269041782,296.04585418304157,888
134750,-67778.56388488866,-55334.68658221187,295.6646442227702,888
135000,-67603.93660115992,-54837.49310647865,303.328768199369,888
135250,-67650.02861383528,-54899.51368775702,302.9503078164486,888
135500,-67836.01666305691,-54939.27158695145,306.42471408314606,888
135750,-67773.90626443998,-55172.52278709371,299.4069671309626,888
136000,-67927.64864139078,-55155.33682252077,303.4681986952866,888
136250,-67696.12201935658,-54948.98740267148,302.8699921760912,888
136500,-67653.55069531617,-54752.25177519838,306.5329127287128,888
136750,-67427.10105584835,-54693.47451165406,302.5490424150172,888
137000,-67861.29927869479,-55296.05099191956,298.5484004636577,888
137250,-67965.58858736872,-55210.41130596667,303.06108467437787,888
137500,-68405.571881257,-55550.23049499374,305.44096866932136,888
137750,-67930.99319429498,-55142.9503835513,303.84196468497504,888
138000,-67579.86377510696,-54898.27861016209,301.3125471084191,888
138250,-68069.6623993073,-55130.21992398001,307.4391978363283,888
138500,-67841.15582231776,-54873.979985393526,308.0981383168727,888
138750,-68034.71227251686,-55171.757043261954,305.6218724282172,888
139000,-67825.84644866781,-55091.06505607627,302.57648143841783,888
139250,-67998.67884157761,-55360.84755765111,300.27296150740386,887
139500,-67470.04619304748,-55165.221073173045,292.36078537261807,887
139750,-68006.84954740957,-55244.9020411066,303.2219441949235,887
140000,-67484.02582209272,-54851.17356794694,300.15466051223297,887
140250,-68236.98943072627,-55423.61518280185,304.44383580436374,887
140500,-67880.3666986915,-54967.98187314242,306.7963121664852,887
140750,-67930.06461377343,-55238.265652846254,301.5552253574742,887
141000,-68233.46224004164,-55429.41997233304,304.22210936466223,887
141250,-68040.34783223702,-55159.1279384793,306.0558380966919,887
141500,-68141.03121582128,-55519.5976395997,299.8833544503171,887
141750,-68158.55075867224,-55775.92281016073,294.20936882365834,887
142000,-68387.2993770084,-55839.699406129366,298.1290791449352,887
142250,-68079.80597817246,-55600.91306325584,296.4966098781135,887
142500,-68337.63660580124,-55566.73668774584,303.43465214529425,887
142750,-67877.45052346302,-55269.7513689943,299.55702666498195,887
143000,-67865.40441718692,-55364.02980907861,297.0307715109685,887
143250,-67921.87170973775,-55387.753313743335,297.80875896297994,887
143500,-67835.1836595686,-54869.02949020796,308.0738636499537,887
143750,-67663.79518900922,-54880.52787502267,303.72849960368734,887
144000,-67899.31998818385,-54963.9526192678,307.34237392381755,887
144250,-67915.80773194984,-55107.931076476234,304.3132138385153,887
144500,-68210.45813106,-55614.730836066425,299.2725770930113,887
144750,-68473.16760009248,-55658.054046986275,304.48516143264317,887
145000,-68052.38791885157,-55445.74314809614,299.5319746672902,886
145250,-67867.02320126357,-55280.65248174948,299.0502662735618,886
145500,-67764.53570954176,-55115.57450486004,300.53740674262104,886
145750,-67855.33601453854,-55081.96847591316,303.4932824371361,886
146000,-67984.73209543043,-55392.01554643182,299.20104222314745,886
146250,-67908.10327199509,-55124.624945173506,303.73351323675996,886
146500,-68078.90617405553,-55374.44002244552,301.8561958938632,886
146750,-67693.04840967606,-54990.99637021206,301.79883695408876,886
147000,-67225.9531367785,-54914.85666119965,292.50979183644256,886
147250,-67853.82496586669,-55426.26200502127,295.277017926241,886
147500,-67732.86068592046,-55063.35233846877,301.0256037498006,886
147750,-67927.53767014283,-55272.87364699738,300.67290484752306,886
148000,-67998.40103737777,-55231.614242535725,303.33692495931035,886
148250,-67927.40824453981,-55333.952153615246,299.2186136275504,886
148500,-67824.7447388611,-55098.82815002336,302.3658550408555,885
148750,-67768.19318235747,-55106.39655356214,300.842374479902,885
149000,-67422.70722359646,-54728.10240252543,301.6218921704774,885
149250,-67750.60266446602,-54986.19218585489,303.2804640447669,886
149500,-67748.17655854806,-54948.85564963397,304.1099305931849,886
149750,-67720.6778292128,-55215.3997219897,297.1235180600486,886
150000,-68116.4969598921,-55261.38971642591,305.43540547184614,885
150250,-67710.8889960078,-54782.11021320376,307.18583011344725,885
150500,-67984.72955509758,-55179.98680394463,304.2387527454446,885
150750,-67724.33050037018,-54962.37184996746,303.22220897704966,885
151000,-67542.60710683756,-55094.80749165604,295.75783777515215,885
151250,-68047.2328942166,-55460.569863856945,299.0572115350793,885
151500,-68145.57688453305,-55454.21461674827,301.5448495944029,885
151750,-68188.06115471863,-55867.40033634205,292.73703917597624,885
152000,-68244.81450771779,-55903.334433808166,293.23170154128553,885
152250,-67828.65882743674,-55445.461298497044,294.22290196855846,885
152500,-67690.42681529705,-54951.338726017915,302.67880790089737,885
152750,-67713.09493625694,-54979.852270409174,302.5399215235144,885
153000,-67694.64581795788,-55148.30859247252,298.0990765052046,885
153250,-67582.7722194533,-54901.54059167858,301.3041471186818,886
153500,-67808.01470508549,-54915.56777718064,306.32259073142524,886
153750,-67995.13336262741,-55001.248155298934,308.7327489214217,886
154000,-68000.28484024742,-55494.97431497084,297.12428830810035,886
154250,-67644.43240084301,-54548.81284960837,311.1499415587827,886
154500,-68035.95029243425,-55047.360343997076,308.60693437037116,886
154750,-68083.48217147717,-55049.78286609636,309.67872587453434,886
155000,-67983.5296969486,-55458.39264548174,297.59536357424423,886
155250,-67826.00207666878,-54858.22828723921,308.1123455780384,886
155500,-67531.56891848892,-54576.710971315624,307.80546711784035,886
155750,-67640.19027372188,-55015.51376750617,299.9604059769138,886
156000,-68151.74686547217,-55480.11734860658,301.076002414529,886
156250,-67820.16463682044,-55322.608460483374,296.94004614911603,886
156500,-67991.54788888124,-55449.0145821303,298.0086959709137,887
156750,-68394.2142820463,-56051.56205427111,293.25955173999836,887
157000,-68058.30848299677,-55580.47159426531,296.47151885553814,887
157250,-67877.39878045575,-55380.65728100779,296.9206895493429,887
157500,-68033.83609676699,-55241.55451038445,303.9426773536008,887
157750,-68210.76633492624,-55548.754454403184,300.8474888284245,887
158000,-68333.05872054485,-55630.75968462037,301.8047055526643,887
158250,-68158.26511272351,-55173.22826102079,308.522513328896,887
158500,-67972.9028658474,-55356.35708288808,299.76722122103746,887
158750,-68186.48371691135,-55447.48337661306,302.6767229983728,887
159000,-68008.73332536017,-55474.99650911038,297.79969268591094,887
159250,-68365.5179088763,-55403.149796116864,307.9839075172487,887
159500,-68064.81733575038,-55432.44299653586,300.1433053256877,888
159750,-68079.53737963887,-55502.72763524589,298.82309894951595,888
160000,-67872.45033342042,-55262.08315155422,299.6204185927602,887
160250,-67979.85819658649,-55249.10101984523,302.48086667794496,887
160500,-68421.07708509458,-55805.058393769315,299.75469760346516,887
160750,-68280.76359246456,-55362.2963407159,306.9408296938255,887
161000,-67908.21556058375,-55191.33627414878,302.15113010146086,887
161250,-67622.47024930723,-54915.66246644978,301.91183269844043,887
161500,-67636.12544638035,-54700.87221959047,307.3396619241486,887
161750,-67597.38099627604,-54608.751086142496,308.60788385423797,887
162000,-67424.50137458951,-54493.13219022681,307.247377663026,888
162250,-67767.78967742744,-55071.04164706479,301.6728144993697,888
162500,-67899.43848596048,-55302.24461220886,299.30742278267644,888
162750,-67827.52080152486,-54844.772689453326,308.46813322112786,888
163000,-67613.11362672888,-55106.31171793968,297.15972335498594,888
163250,-67829.64302356332,-55001.47733464604,304.79527820710683,888
163500,-68135.64632448979,-55698.290444559476,295.50969620381574,888
163750,-68319.87574296206,-55556.38992341253,303.2584942851957,888
164000,-68107.0322658536,-55226.95331996679,306.02872934769636,888
164250,-67891.34401342814,-55255.54724055185,300.22462183230124,888
164500,-67862.04289426084,-54930.79460762243,307.2445051513666,888
164750,-67581.77915697609,-54647.65824737417,307.31275823887563,888
165000,-67649.81592432846,-54966.60699145374,301.3511275890524,888
165250,-67660.38148415071,-54815.708700124,305.1874842923946,888
165500,-68060.50019556505,-55346.810578112374,302.0753440484568,889
165750,-68011.27999286656,-55231.23338844883,303.65197603103803,889
166000,-67558.66195666674,-54822.64968752093,302.6057268793401,888
166250,-68024.56366628519,-55074.239221227064,307.69775179267583,889
166500,-67478.93029262975,-54947.47837953095,297.74540373233265,889
166750,-67522.770560076,-55176.56377069256,293.3440075866533,889
167000,-67630.01819074794,-54738.71233974665,306.29547891663356,889
167250,-67869.93135345588,-55270.99204222625,299.34889411338753,889
167500,-67687.11973759026,-55095.76256702893,299.1687435969037,889
167750,-67958.41377897572,-55332.5406412381,299.98883776104253,889
168000,-67743.45421227551,-55037.490476571664,301.8917782656212,889
168250,-68067.60884450382,-55105.92294283869,307.9676982847422,889
168500,-67871.33020806243,-55092.36957757757,303.62617345450275,889
168750,-67878.26234182843,-55567.429949343554,292.5035172620376,889
169000,-68053.22201687848,-55162.150350986165,306.2899147138338,889
169250,-67661.57904748985,-55086.93790359242,298.7715733294553,889
169500,-68078.96455745009,-55292.11554975138,303.81360010503124,889
169750,-67876.33678420802,-55115.97417146564,303.18428736342923,889
170000,-67855.2618345585,-55241.34539659234,299.70474838134044,889
170250,-68114.04177428759,-55215.48526773299,306.46775339687844,889
170500,-67966.21112170286,-55206.40490280272,303.1710675298184,889
170750,-67887.35432906682,-55175.01806124719,302.0431886656905,889
171000,-68578.140443496,-55990.97973118961,299.069036382925,889
171250,-68088.08587365178,-55658.36176982545,295.32836635688074,889
171500,-68136.98841024755,-55727.22384474246,294.8541307426055,889
171750,-68416.67476348474,-55725.775737745105,301.5338430334144,889
172000,-67771.49563668563,-55136.72596079938,300.20021816303057,889
172250,-67577.18334813084,-54791.85099468095,303.77756462927255,889
172500,-67669.58700730215,-54777.56508965284,306.31249255198026,889
172750,-67805.63447823841,-55346.486142667476,296.02748165661336,889
173000,-67933.40602308715,-55061.54250142112,305.83353210970586,889
173250,-67910.7325740967,-55341.332147905196,298.64705466872726,889
173500,-68060.30998627102,-55862.06378762267,289.8284863102367,889
173750,-67812.91114914569,-55428.648134598974,294.24821774556756,889
174000,-68041.91753188951,-55564.953740527504,296.4507741939804,890
174250,-67903.62857130275,-55114.62272396998,303.86484628880004,890
174500,-67669.41680077801,-55059.14208217722,299.61822167954693,890
174750,-68208.74590020388,-55309.8800875466,306.4751024631367,890
175000,-68251.26303387934,-55527.59911596213,302.3123319202017,890
175250,-67694.77099721332,-55112.085358216544,298.96270931735086,890
175500,-67558.44250315678,-54820.95429268089,302.6407950223021,890
175750,-67747.69250347605,-55020.88561205845,302.38700849561235,890
176000,-67673.62606940948,-55021.56103956158,300.6111531595269,890
176250,-68025.52287652617,-55380.90137731278,300.4342959964994,890
176500,-67879.66694877448,-55430.50863065047,295.7901203517419,890
176750,-68495.24824893946,-55915.634958402195,298.88971078223886,890
177000,-68295.54256858357,-56066.19971244811,290.567338192878,890
177250,-68358.77110988332,-55655.90298473288,301.81822702667364,890
177500,-68300.65644381655,-55669.21911978623,300.1210419865106,890
177750,-67910.67533962033,-55097.37710973038,304.4420296273521,890
178000,-67595.66037499643,-54845.842816819146,302.9337384605058,890
178250,-67846.5963422244,-55084.76719769824,303.219131936993,890
178500,-67828.27494605636,-54957.99654295767,305.7958699320852,890
178750,-67726.56265372544,-54779.00021947402,307.6321268332969,891
179000,-67618.04075826477,-54817.750035055506,304.1329732342825,891
179250,-68026.90261760645,-55422.700449735974,299.473938791864,891
179500,-67694.94351883227,-55400.24036090885,292.1202890862684,891
179750,-68517.13759843272,-55670.088913599146,305.2439353365251,891
180000,-68637.01212212065,-55687.8689128758,307.669685808258,891
180250,-68306.83205945179,-55593.90545042994,302.0572150834442,890
180500,-68736.119057893,-55880.538665377244,305.4466474217625,890
180750,-67857.79419057211,-55061.92583409278,304.02789846907655,890
181000,-67833.69542843977,-54948.41074798562,306.15241681433827,890
181250,-67932.97667843977,-55373.58483284188,298.4092523062954,890
181500,-67739.21331787732,-55210.391429707466,297.6829147374639,890
181750,-67517.00938291679,-54533.80809390935,308.4789006366419,890
182000,-67636.72642761096,-54663.480933269486,308.24235245987444,890
182250,-67898.25842811045,-55113.724602595146,303.75859172621836,890
182500,-68061.06958535168,-55005.73840056153,310.1926960603426,891
182750,-68291.42450589628,-55236.29685134941,310.1878602125193,890
183000,-67610.9983805836,-55260.50893804559,293.4457627784217,891
183250,-68270.28669664304,-55425.832287968544,305.18229572702637,891
183500,-68207.56544543104,-55347.21242139308,305.56004442550164,891
183750,-68240.17437856225,-55534.03633650043,301.895919758346,891
184000,-68162.52819509193,-55571.72818627785,299.1555055179861,891
184250,-68449.03542105615,-56005.59440400725,295.65427814218197,891
184500,-68147.14883386617,-55654.39663773758,296.8259043053287,891
184750,-67987.33957053628,-55489.71393530606,296.9416964819208,891
185000,-68110.15582722478,-55580.85690580524,297.6942489753883,891
185250,-68343.73674081085,-55891.67396363901,295.85912985980343,891
185500,-67872.13812785014,-54972.62097263243,306.490578263943,891
185750,-67603.87211779988,-54584.001458210114,309.3501593402909,891
186000,-67287.65953075938,-54733.883257570735,298.2758271544637,891
186250,-67340.12319414143,-54473.24716151424,305.7150301238403,891
186500,-68185.3618002432,-54995.9880405693,313.3775273833889,891
186750,-67872.27717386693,-54913.610358925944,307.8959652404136,891
187000,-67778.50954991364,-55274.22551904543,297.09989895607873,891
187250,-68077.12558109837,-55400.88432626054,301.1855766118347,891
187500,-68097.02966010728,-55447.345056360995,300.55459459507665,891
187750,-68341.33273669891,-55665.07663015835,301.1859294860471,891
188000,-68169.12706649059,-55566.209095224855,299.44342647459996,892
188250,-67735.17197585758,-55105.694493187126,300.0744764519666,892
188500,-68102.74471883976,-55557.1982230515,298.0802888870948,892
188750,-68177.2334570653,-55375.114858429064,304.1764032782031,892
189000,-67549.75198138971,-54745.38733389275,304.22976905971626,892
189250,-67886.13776257838,-55243.24837779085,300.3931412194939,892
189500,-67985.35533210775,-55291.30234224221,301.6087807444263,892
189750,-68220.95907278504,-55921.20254377666,292.2403564195939,892
190000,-67968.14172008785,-55625.87550160487,293.25038021754824,892
190250,-68238.56706998387,-55439.620352200174,304.10103986847366,891
190500,-67945.91795102629,-55432.272549049754,297.32232371894474,891
190750,-68197.45685898868,-55551.92732472002,300.4558707721925,891
191000,-67764.87542542536,-55191.945833183825,298.73090712075674,891
191250,-68123.14937949309,-55150.00590683508,308.23992844009234,891
191500,-67902.57560723956,-55219.52218515688,301.3474326761339,891
191750,-67805.09702746128,-55130.725761845475,301.14114595050745,891
192000,-68306.88306848146,-55438.63833314879,305.7475502932875,891
192250,-68307.97091049084,-55739.85886969243,298.61644282648496,891
192500,-68468.47593746998,-55841.09223020321,300.02472866478126,892
192750,-68361.05623693747,-55834.936580781185,297.6187101131762,892
193000,-68431.96399338276,-55891.284781015594,297.96464296854157,892
193250,-68336.75563982641,-55731.07814223552,299.50899240307274,892
193500,-68448.07973108458,-55825.22549320775,299.9171091565589,892
193750,-68027.21085380373,-55222.63413410942,304.23480786307744,892
194000,-68188.99146802031,-55496.08534812281,301.5815312872979,892
194250,-67709.54438226816,-55006.65092545288,301.818828903202,892
194500,-67951.02549449581,-55167.65068673802,303.7310536394478,892
194750,-68049.44169548556,-55578.771922807035,296.30122926119765,892
195000,-67927.58042228542,-55581.50617710472,293.3408583564262,892
195250,-68305.22697246308,-55693.904056238476,299.64312669668755,892
195500,-67968.95993901032,-55534.086412310484,295.45071586618695,892
195750,-67822.74313980463,-55072.297421737865,302.948663444554,892
196000,-67899.1413236236,-55127.07795810595,303.46229548118004,892
196250,-68343.89829671511,-55626.72335658816,302.1581547885039,892
196500,-68386.12711175933,-55645.24565493112,302.72141804285405,892
196750,-67801.02463485615,-55112.96199532796,301.4664509256582,892
197000,-67763.40162348532,-54986.223248359456,303.5838273365032,892
197250,-67542.55348780577,-54926.5775020162,299.7536829263904,892
197500,-67889.83843276807,-55292.207336993015,299.3178111118813,892
197750,-68028.41330760514,-55322.21891083458,301.8972587377094,892
198000,-67727.14243198605,-55046.72833517508,301.28472270652657,892
198250,-68048.73066352564,-55687.82102864026,293.69334497392083,892
198500,-67528.66301229515,-55009.222225133446,297.4600211951596,892
198750,-68153.96593816247,-55630.263450628554,297.56127855198537,892
199000,-68176.32221057854,-55871.37861001055,292.3636004559923,892
199250,-68273.0839096607,-55404.51176024752,305.75532960236217,892
199500,-67661.73015612154,-54951.53308519139,301.99236167086684,892
199750,-67752.4783823255,-54912.55491958675,305.07464113629857,892
200000,-67780.600165857,-55134.94260308135,300.4589127101713,891
200250,-67781.83479449165,-54903.63438457879,305.98409561683496,891
200500,-67945.62278586288,-55354.16107502894,299.1712274579832,891
200750,-68200.54300106835,-55479.002077406796,302.26188989750915,891
201000,-68261.54321938974,-55863.441427422105,294.577025005806,891
201250,-68018.6096272755,-55682.79457574966,293.0971014655311,891
201500,-67945.51663039636,-55569.81769288762,294.04473656932817,891
201750,-67950.01771831175,-55482.51111998258,296.22607271666845,891
202000,-68282.01577217143,-55368.856613111915,306.8147102136777,891
202250,-67887.22561370075,-55297.70639101394,299.1250742331514,891
202500,-68269.30527838401,-55409.090898379334,305.55675026422233,891
202750,-67822.48704045423,-55298.30880324141,297.57258229246213,891
203000,-67577.67117240332,-55040.65102990816,297.8777040213328,891
203250,-68160.02391122712,-55317.24044264143,305.1425944430248,891
203500,-68059.55338002404,-55747.24216274067,292.53865391577307,891
203750,-68135.81918866839,-55646.45007018722,296.7455228916686,891
204000,-68412.92452054791,-55820.20854183525,299.2010286732395,891
204250,-68018.20283865795,-55722.436107469315,292.14555942632524,891
204500,-67834.01686873462,-55340.28225927509,296.8492462976117,891
204750,-67803.37256907637,-55045.23952061415,303.131313253059,891
205000,-67720.69613001205,-54978.37922356103,302.7555241089702,891
205250,-67550.67366112844,-55024.66961630253,297.6159632054374,892
205500,-67278.92460262898,-54724.12823825987,298.3000643667576,892
205750,-68002.61168350925,-55337.13875249581,300.9297228650504,892
206000,-67904.52729337488,-55206.26266806538,301.7088485661227,892
206250,-67699.95855049952,-55059.804632587126,300.3281469399178,892
206500,-67703.05434786057,-55145.80414845416,298.3583671164263,892
206750,-67516.04039207974,-54520.04119113658,308.78297709024486,892
207000,-67564.64462883904,-54540.22178582492,309.4583185305385,892
207250,-67488.02731011069,-54712.77014636906,303.5381796443426,892
207500,-67320.38886213058,-55191.20111712685,288.1876678875879,892
207750,-67910.68287975108,-55320.689455201384,299.1363411977534,892
208000,-67786.08618427318,-55285.748265106755,297.0061399383714,892
208250,-67696.96388686408,-55314.531080339104,294.2047322795476,892
208500,-68247.6962740731,-55233.42071699933,309.217220550029,892
208750,-67607.98931486014,-54813.55975507334,303.9937128770896,892
209000,-67481.39082667563,-54761.3380466167,302.22653183039563,892
209250,-67838.1655051724,-55024.16446819686,304.4587282174992,892
209500,-67912.05713106913,-55176.35186332918,302.59843257233024,892
209750,-68077.63779757434,-55210.46339786827,305.722119280546,892
210000,-67943.73740907758,-55089.980419794796,305.40332363649566,891
210250,-68080.92076948413,-55338.331158397545,302.7620035299009,891
210500,-68282.57578252477,-55571.25769828318,302.01899677774173,891
210750,-68135.56902172539,-55407.21694401943,302.42372188831905,891
211000,-68029.80378470814,-55344.327148392214,301.40500788012554,891
211250,-67703.2951687508,-55045.83243745391,300.73940173026733,891
211500,-68045.75969025632,-55218.42049250426,304.77564090191885,891
211750,-68218.28030321276,-55786.0668049184,295.3875139932496,891
212000,-67708.90334992728,-54908.570788161946,304.13396731205194,891
212250,-67825.35280612181,-55234.09577251575,299.166364357979,891
212500,-68191.2284622768,-55620.86135275551,298.67002291856005,891
212750,-67962.95520777645,-55456.18874329276,297.15888120364326,891
213000,-67993.86336175777,-55527.06851622468,296.209161577792,891
213250,-68078.45584525814,-55391.78461490566,301.4333912539099,891
213500,-67632.5715654827,-55360.46978318127,291.58328381695577,891
213750,-67938.73086386017,-55190.747133720026,302.89016698346705,891
214000,-67810.7233920311,-55282.69186672423,297.6641358352771,891
214250,-67573.13560139865,-54947.32508354832,299.98734992198337,891
214500,-67492.35836136289,-54770.74640144844,302.263577708143,891
214750,-67258.48603887588,-54513.42260581686,302.82078116612803,891
215000,-67864.42326783272,-55127.30338079971,302.63204371295956,891
215250,-67796.28347869555,-55177.8406204629,299.8122954428503,891
215500,-68078.60173384723,-55662.07125896186,295.01488772703294,891
215750,-68189.29240950057,-55840.06913661887,293.4156787787285,892
216000,-68441.89711606782,-55947.8566648697,296.8565130511026,892
216250,-68170.28566480387,-55858.30840878369,292.5307190466273,892
216500,-67885.52283838118,-55068.71831224841,304.5253386962185,892
216750,-67905.35699795233,-55107.31915753614,304.07944507956915,892
217000,-67749.72733908234,-55089.32260569668,300.809303255308,892
217250,-68369.93936000578,-55488.57424074644,306.0592886326642,892
217500,-67928.24082212098,-55507.027086324466,295.12616129855854,892
217750,-67948.11719991744,-55351.00976339041,299.30536904728245,892
218000,-68096.24909088935,-55735.266292575165,293.69508332593307,892
218250,-68228.90375786612,-55712.98973370425,297.3762258392396,892
218500,-68090.3163067862,-55381.96442276816,301.9485203086754,892
218750,-68440.17591702315,-55940.06926401105,297.000645089493,892
219000,-68160.43319265445,-55697.3472736142,296.12103804480626,892
219250,-68318.17050486605,-55600.1507863662,302.1782265949833,892
219500,-68082.91863192542,-55338.54414700711,302.8044118624168,892
219750,-68075.40051922685,-55467.1313926423,299.5705691163213,892
220000,-67809.04593885178,-55191.12996264058,299.79977680564167,892
220250,-67592.72459366749,-54909.51012483047,301.3512591226799,892
220500,-67652.35594012262,-55042.15612462582,299.6164419931153,891
220750,-68028.38157458708,-55350.763634784846,301.2182864385475,891
221000,-68045.08195592323,-55697.48391815601,293.37706343801005,891
221250,-68183.72487036092,-55456.4376057483,302.3984220901333,892
221500,-67851.140786879,-54832.88162938191,309.31187029409506,892
221750,-67694.53306961042,-55205.21404298401,296.7443327167692,892
222000,-67503.41761469544,-55059.47455138975,295.66620668537536,892
222250,-67987.57673487841,-55285.57534581242,301.7976335082861,892
222500,-67656.36749357957,-55012.251347939426,300.42228887196694,892
222750,-67463.05259736051,-54694.027749437664,303.390100762301,892
223000,-67341.84139593324,-54698.21590477979,300.4106309955095,892
223250,-67494.83721008775,-54816.5849800228,301.23335707933705,892
223500,-67726.82331222307,-55234.39481982503,296.81821315360816,892
223750,-68050.67665127164,-55245.33016910462,304.2530973031045,892
224000,-67819.17420523486,-55401.49159953988,295.0422621809621,892
224250,-68570.99941685318,-55989.67695019848,298.9303205485026,892
224500,-68103.97677601018,-55653.437875500706,295.82292278059026,892
224750,-68133.43866337906,-55431.95705064875,301.78528370109757,892
225000,-68072.66444091062,-55272.61000585582,304.1273590634396,892
